iteration,mse,rmse,mae,wmape,smape
55,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
56,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
57,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
58,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
59,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
60,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
61,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
62,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
63,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
64,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
65,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
66,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
67,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
68,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
69,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
70,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
71,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
72,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
73,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
74,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
75,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
76,43.92019894464723,6.627231619963741,6.627231619963741,220.90772066545804,104.96729321866627
77,39.897902371400846,6.31647863697811,6.306498765485706,171.99542087688292,92.88111418668592
78,39.897902371400846,6.31647863697811,6.306498765485706,171.99542087688292,92.88111418668592
79,39.897902371400846,6.31647863697811,6.306498765485706,171.99542087688292,92.88111418668592
80,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
81,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
82,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
83,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
84,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
85,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
86,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
87,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
88,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
89,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
90,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
91,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
92,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
93,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
94,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
95,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
96,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
97,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
98,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
99,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
100,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
101,39.15855770248359,6.257679897732353,6.247855103758806,170.39604828433107,92.42113365107642
